"state","date","week","covid_death","total_death","year","percentage_expected_death","population","cases"
"AL",2020-01-11,2,0,1127,2020,96,5031864,NA
"AL",2020-01-18,3,0,1039,2020,91,5031864,NA
"AL",2020-01-25,4,NA,1056,2020,94,5031864,0
"AL",2020-02-01,5,0,1026,2020,94,5031864,0
"AL",2020-02-08,6,0,1120,2020,101,5031864,0
"AL",2020-02-15,7,0,1095,2020,101,5031864,0
"AL",2020-02-22,8,0,1098,2020,101,5031864,0
"AL",2020-02-29,9,NA,1164,2020,112,5031864,0
"AL",2020-03-07,10,0,1057,2020,101,5031864,0
"AL",2020-03-14,11,0,1091,2020,101,5031864,3
"AL",2020-03-21,12,NA,1059,2020,103,5031864,58
"AL",2020-03-28,13,23,1073,2020,105,5031864,411
"AL",2020-04-04,14,49,1156,2020,112,5031864,703
"AL",2020-04-11,15,81,1135,2020,111,5031864,1439
"AL",2020-04-18,16,89,1149,2020,117,5031864,1693
"AL",2020-04-25,17,85,1139,2020,114,5031864,1385
"AL",2020-05-02,18,81,1147,2020,116,5031864,1287
"AL",2020-05-09,19,116,1171,2020,116,5031864,1790
"AL",2020-05-16,20,96,1148,2020,115,5031864,2053
"AL",2020-05-23,21,82,1153,2020,118,5031864,2364
"AL",2020-05-30,22,103,1109,2020,114,5031864,3077
"AL",2020-06-06,23,91,1173,2020,116,5031864,2691
"AL",2020-06-13,24,81,1138,2020,120,5031864,3705
"AL",2020-06-20,25,88,1090,2020,112,5031864,5282
"AL",2020-06-27,26,103,1151,2020,124,5031864,4937
"AL",2020-07-04,27,125,1201,2020,122,5031864,6769
"AL",2020-07-11,28,135,1265,2020,127,5031864,8502
"AL",2020-07-18,29,192,1289,2020,134,5031864,12045
"AL",2020-07-25,30,251,1333,2020,143,5031864,12400
"AL",2020-08-01,31,263,1364,2020,141,5031864,12058
"AL",2020-08-08,32,264,1379,2020,143,5031864,10671
"AL",2020-08-15,33,230,1305,2020,137,5031864,8896
"AL",2020-08-22,34,209,1303,2020,140,5031864,7477
"AL",2020-08-29,35,185,1216,2020,127,5031864,8208
"AL",2020-09-05,36,156,1216,2020,125,5031864,8336
"AL",2020-09-12,37,138,1232,2020,128,5031864,5821
"AL",2020-09-19,38,139,1200,2020,125,5031864,6362
"AL",2020-09-26,39,105,1183,2020,119,5031864,6474
"AL",2020-10-03,40,111,1103,2020,116,5031864,7875
"AL",2020-10-10,41,137,1204,2020,127,5031864,6313
"AL",2020-10-17,42,126,1190,2020,121,5031864,7535
"AL",2020-10-24,43,119,1142,2020,118,5031864,7985
"AL",2020-10-31,44,131,1169,2020,123,5031864,12170
"AL",2020-11-07,45,151,1277,2020,128,5031864,10152
"AL",2020-11-14,46,176,1269,2020,122,5031864,9710
"AL",2020-11-21,47,168,1275,2020,125,5031864,14851
"AL",2020-11-28,48,202,1326,2020,126,5031864,15830
"AL",2020-12-05,49,251,1355,2020,127,5031864,17510
"AL",2020-12-12,50,378,1598,2020,147,5031864,23359
"AL",2020-12-19,51,390,1584,2020,144,5031864,25453
"AL",2020-12-26,52,452,1626,2020,152,5031864,28929
"AL",2021-01-02,53,508,1804,2020,169,5031864,22251
"AL",2021-01-09,1,548,1811,2021,158,5050380,27365
"AL",2021-01-16,2,596,1835,2021,156,5050380,26811
"AL",2021-01-23,3,583,1791,2021,156,5050380,18659
"AL",2021-01-30,4,490,1637,2021,146,5050380,19432
"AL",2021-02-06,5,347,1509,2021,138,5050380,15974
"AL",2021-02-13,6,265,1432,2021,129,5050380,10954
"AL",2021-02-20,7,214,1332,2021,123,5050380,7162
"AL",2021-02-27,8,170,1315,2021,121,5050380,6988
"AL",2021-03-06,9,110,1162,2021,112,5050380,6979
"AL",2021-03-13,10,104,1189,2021,114,5050380,4256
"AL",2021-03-20,11,81,1060,2021,98,5050380,8065
"AL",2021-03-27,12,78,1191,2021,116,5050380,3204
"AL",2021-04-03,13,67,1107,2021,108,5050380,2684
"AL",2021-04-10,14,53,1209,2021,117,5050380,2095
"AL",2021-04-17,15,43,1170,2021,114,5050380,3311
"AL",2021-04-24,16,45,1108,2021,113,5050380,3546
"AL",2021-05-01,17,46,1192,2021,119,5050380,2780
"AL",2021-05-08,18,63,1156,2021,116,5050380,2374
"AL",2021-05-15,19,50,1095,2021,109,5050380,2289
"AL",2021-05-22,20,50,1095,2021,110,5050380,9142
"AL",2021-05-29,21,33,1080,2021,110,5050380,1938
"AL",2021-06-05,22,36,1086,2021,111,5050380,1760
"AL",2021-06-12,23,34,1111,2021,110,5050380,2241
"AL",2021-06-19,24,24,1135,2021,120,5050380,1476
"AL",2021-06-26,25,36,1074,2021,110,5050380,1091
"AL",2021-07-03,26,22,1062,2021,114,5050380,1583
"AL",2021-07-10,27,37,1133,2021,115,5050380,1932
"AL",2021-07-17,28,43,1055,2021,106,5050380,3702
"AL",2021-07-24,29,63,1105,2021,115,5050380,7331
"AL",2021-07-31,30,109,1170,2021,125,5050380,13519
"AL",2021-08-07,31,226,1330,2021,138,5050380,18353
"AL",2021-08-14,32,345,1441,2021,149,5050380,23936
"AL",2021-08-21,33,420,1577,2021,166,5050380,26099
"AL",2021-08-28,34,477,1619,2021,174,5050380,19802
"AL",2021-09-04,35,497,1607,2021,168,5050380,38767
"AL",2021-09-11,36,548,1750,2021,180,5050380,27734
"AL",2021-09-18,37,474,1586,2021,165,5050380,25739
"AL",2021-09-25,38,410,1450,2021,151,5050380,20656
"AL",2021-10-02,39,366,1496,2021,151,5050380,16224
"AL",2021-10-09,40,259,1371,2021,144,5050380,9478
"AL",2021-10-16,41,217,1278,2021,135,5050380,6249
"AL",2021-10-23,42,157,1211,2021,123,5050380,5498
"AL",2021-10-30,43,99,1121,2021,115,5050380,12645
"AL",2021-11-06,44,85,1188,2021,125,5050380,4838
"AL",2021-11-13,45,86,1177,2021,118,5050380,3858
"AL",2021-11-20,46,51,1115,2021,108,5050380,3595
"AL",2021-11-27,47,59,1188,2021,117,5050380,3272
"AL",2021-12-04,48,69,1257,2021,120,5050380,2100
"AL",2021-12-11,49,56,1247,2021,117,5050380,3792
"AL",2021-12-18,50,71,1148,2021,106,5050380,4786
"AL",2021-12-25,51,74,1144,2021,104,5050380,6226
"AL",2022-01-01,52,83,1253,2021,117,5050380,19197
"AL",2022-01-08,1,153,1330,2022,116,5073903,51943
"AL",2022-01-15,2,245,1521,2022,130,5073903,72372
"AL",2022-01-22,3,294,1500,2022,131,5073903,83748
"AL",2022-01-29,4,422,1697,2022,151,5073903,73560
"AL",2022-02-05,5,401,1677,2022,153,5073903,67370
"AL",2022-02-12,6,381,1604,2022,144,5073903,24732
"AL",2022-02-19,7,305,1477,2022,136,5073903,13876
"AL",2022-02-26,8,240,1334,2022,123,5073903,7449
"AL",2022-03-05,9,159,1196,2022,115,5073903,6249
"AL",2022-03-12,10,106,1183,2022,113,5073903,6217
"AL",2022-03-19,11,73,1138,2022,105,5073903,2315
"AL",2022-03-26,12,55,1086,2022,106,5073903,1789
"AL",2022-04-02,13,35,1046,2022,102,5073903,3088
"AL",2022-04-09,14,30,1089,2022,106,5073903,1271
"AL",2022-04-16,15,17,1074,2022,105,5073903,1106
"AL",2022-04-23,16,21,1038,2022,105,5073903,1245
"AL",2022-04-30,17,16,1054,2022,105,5073903,1637
"AL",2022-05-07,18,20,989,2022,100,5073903,1530
"AL",2022-05-14,19,11,1007,2022,100,5073903,2023
"AL",2022-05-21,20,15,1060,2022,106,5073903,2835
"AL",2022-05-28,21,11,1113,2022,114,5073903,3859
"AL",2022-06-04,22,19,1054,2022,108,5073903,5413
"AL",2022-06-11,23,26,1073,2022,106,5073903,7023
"AL",2022-06-18,24,25,1081,2022,114,5073903,8495
"AL",2022-06-25,25,21,1059,2022,109,5073903,10698
"AL",2022-07-02,26,42,1107,2022,119,5073903,13190
"AL",2022-07-09,27,45,1051,2022,107,5073903,12230
"AL",2022-07-16,28,66,1110,2022,112,5073903,17266
"AL",2022-07-23,29,57,1130,2022,118,5073903,17057
"AL",2022-07-30,30,62,1095,2022,117,5073903,17182
"AL",2022-08-06,31,68,1108,2022,115,5073903,5336
"AL",2022-08-13,32,72,1099,2022,114,5073903,12047
"AL",2022-08-20,33,56,1105,2022,116,5073903,13354
"AL",2022-08-27,34,50,1067,2022,114,5073903,14121
"AL",2022-09-03,35,53,1090,2022,114,5073903,15672
"AL",2022-09-10,36,55,1060,2022,109,5073903,14695
"AL",2022-09-17,37,44,1121,2022,117,5073903,9880
"AL",2022-09-24,38,46,1104,2022,115,5073903,7954
"AL",2022-10-01,39,29,1090,2022,110,5073903,5770
"AL",2022-10-08,40,23,1120,2022,118,5073903,4231
"AL",2022-10-15,41,20,1147,2022,121,5073903,3589
"AL",2022-10-22,42,21,1166,2022,119,5073903,3015
"AL",2022-10-29,43,30,1134,2022,117,5073903,2566
"AL",2022-11-05,44,18,1146,2022,120,5073903,2982
"AL",2022-11-12,45,19,1068,2022,107,5073903,6042
"AL",2022-11-19,46,25,1156,2022,112,5073903,1898
"AL",2022-11-26,47,25,1177,2022,116,5073903,2872
"AL",2022-12-03,48,30,1228,2022,117,5073903,4186
"AL",2022-12-10,49,39,1190,2022,112,5073903,5807
"AL",2022-12-17,50,44,1117,2022,103,5073903,6465
"AL",2022-12-24,51,35,1221,2022,111,5073903,7377
"AL",2022-12-31,52,42,1261,2022,118,5073903,4703
"AL",2023-01-07,1,57,1234,2023,107,5108468,13587
"AL",2023-01-14,2,61,1227,2023,105,5108468,8925
"AL",2023-01-21,3,60,1259,2023,110,5108468,6742
"AL",2023-01-28,4,55,1131,2023,101,5108468,7644
"AL",2023-02-04,5,54,1177,2023,108,5108468,7315
"AL",2023-02-11,6,30,1239,2023,112,5108468,9820
"AL",2023-02-18,7,40,1181,2023,109,5108468,6073
"AL",2023-02-25,8,48,1225,2023,113,5108468,4605
"AL",2023-03-04,9,21,1087,2023,105,5108468,3714
"AL",2023-03-11,10,28,1118,2023,107,5108468,2471
"AL",2023-03-18,11,18,1080,2023,100,5108468,1890
"AL",2023-03-25,12,26,1165,2023,114,5108468,1962
"AL",2023-04-01,13,22,1182,2023,116,5108468,2064
"AL",2023-04-08,14,25,1117,2023,108,5108468,2020
"AL",2023-04-15,15,12,1077,2023,105,5108468,1632
"AL",2023-04-22,16,12,1068,2023,109,5108468,1560
"AL",2023-04-29,17,17,1072,2023,107,5108468,1514
"AL",2023-05-06,18,15,1117,2023,113,5108468,1464
"AL",2023-05-13,19,15,1151,2023,114,5108468,1297
"AL",2023-05-20,20,12,1127,2023,113,5108468,NA
"AL",2023-05-27,21,11,1052,2023,107,5108468,NA
"AL",2023-06-03,22,NA,1095,2023,112,5108468,NA
"AL",2023-06-10,23,NA,982,2023,97,5108468,NA
"AL",2023-06-17,24,NA,1052,2023,111,5108468,NA
"AL",2023-06-24,25,10,1047,2023,107,5108468,NA
"AL",2023-07-01,26,15,1041,2023,112,5108468,NA
"AL",2023-07-08,27,10,1136,2023,115,5108468,NA
"AL",2023-07-15,28,10,1061,2023,107,5108468,NA
"AL",2023-07-22,29,NA,1060,2023,110,5108468,NA
"AL",2023-07-29,30,13,1076,2023,115,5108468,NA
"AL",2023-08-05,31,18,1093,2023,113,5108468,NA
"AL",2023-08-12,32,24,1085,2023,112,5108468,NA
"AL",2023-08-19,33,24,1120,2023,118,5108468,NA
"AL",2023-08-26,34,13,1092,2023,117,5108468,NA
"AL",2023-09-02,35,28,1029,2023,108,5108468,NA
"AL",2023-09-09,36,27,1077,2023,111,5108468,NA
"AL",2023-09-16,37,27,1080,2023,112,5108468,NA
"AL",2023-09-23,38,20,1050,2023,110,5108468,NA
"AL",2023-09-30,39,26,1081,2023,109,5108468,NA
"AL",2023-10-07,40,21,1037,2023,109,5108468,NA
"AL",2023-10-14,41,20,1067,2023,113,5108468,NA
"AL",2023-10-21,42,14,1031,2023,105,5108468,NA
"AL",2023-10-28,43,NA,1080,2023,111,5108468,NA
"AL",2023-11-04,44,21,1123,2023,118,5108468,NA
"AL",2023-11-11,45,18,1069,2023,107,5108468,NA
"AL",2023-11-18,46,17,1095,2023,106,5108468,NA
"AL",2023-11-25,47,13,1085,2023,106,5108468,NA
"AL",2023-12-02,48,25,1129,2023,107,5108468,NA
"AL",2023-12-09,49,22,1231,2023,116,5108468,NA
"AL",2023-12-16,50,28,1226,2023,113,5108468,NA
"AL",2023-12-23,51,32,1257,2023,114,5108468,NA
"AL",2023-12-30,52,33,1260,2023,118,5108468,NA
"AL",2024-01-06,1,31,1297,2024,113,5108468,13587
"AL",2024-01-13,2,46,1298,2024,111,5143033,NA
"AL",2024-01-20,3,40,1275,2024,111,5143033,NA
"AL",2024-01-27,4,35,1329,2024,118,5143033,NA
"AL",2024-02-03,5,38,1206,2024,110,5143033,NA
"AL",2024-02-10,6,26,1237,2024,111,5143033,NA
"AL",2024-02-17,7,20,1143,2024,105,5143033,NA
"AL",2024-02-24,8,23,1109,2024,102,5143033,NA
"AL",2024-03-02,9,29,1120,2024,108,5143033,NA
"AL",2024-03-09,10,24,1128,2024,108,5143033,NA
"AL",2024-03-16,11,20,1106,2024,102,5143033,NA
"AL",2024-03-23,12,14,1087,2024,106,5143033,NA
"AL",2024-03-30,13,17,1061,2024,104,5143033,NA
"AL",2024-04-06,14,11,1132,2024,110,5143033,NA
"AL",2024-04-13,15,11,1142,2024,111,5143033,NA
"AL",2024-04-20,16,NA,1090,2024,111,5143033,NA
"AL",2024-04-27,17,NA,1111,2024,111,5143033,NA
"AL",2024-05-04,18,NA,1044,2024,105,5143033,NA
"AL",2024-05-11,19,NA,1034,2024,103,5143033,NA
"AL",2024-05-18,20,NA,1044,2024,104,5143033,NA
"AL",2024-05-25,21,NA,1077,2024,110,5143033,NA
"AL",2024-06-01,22,NA,998,2024,102,5143033,NA
"AL",2024-06-08,23,NA,1067,2024,106,5143033,NA
"AL",2024-06-15,24,NA,1096,2024,116,5143033,NA
"AL",2024-06-22,25,NA,1020,2024,105,5143033,NA
"AL",2024-06-29,26,NA,1020,2024,110,5143033,NA
"AL",2024-07-06,27,NA,1098,2024,112,5143033,NA
"AL",2024-07-13,28,NA,973,2024,98,5143033,NA
"AL",2024-07-20,29,13,999,2024,104,5143033,NA
"AL",2024-07-27,30,16,1097,2024,118,5143033,NA
"AL",2024-08-03,31,15,1076,2024,112,5143033,NA
"AL",2024-08-10,32,19,1110,2024,115,5143033,NA
"AL",2024-08-17,33,18,1041,2024,110,5143033,NA
"AL",2024-08-24,34,23,1098,2024,118,5143033,NA
"AL",2024-08-31,35,28,1067,2024,112,5143033,NA
"AL",2024-09-07,36,25,1085,2024,112,5143033,NA
"AL",2024-09-14,37,22,1092,2024,114,5143033,NA
"AL",2024-09-21,38,17,1043,2024,109,5143033,NA
"AL",2024-09-28,39,15,1064,2024,107,5143033,NA
"AL",2024-10-05,40,17,1054,2024,111,5143033,NA
"AL",2024-10-12,41,NA,995,2024,105,5143033,NA
"AL",2024-10-19,42,14,1018,2024,104,5143033,NA
"AL",2024-10-26,43,NA,1045,2024,108,5143033,NA
"AL",2024-11-02,44,NA,1022,2024,107,5143033,NA
"AL",2024-11-09,45,NA,992,2024,99,5143033,NA
"AL",2024-11-16,46,NA,887,2024,86,5143033,NA
"AL",2024-11-23,47,NA,831,2024,82,5143033,NA
"AL",2024-11-30,48,NA,617,2024,59,5143033,NA
"AL",2024-12-07,49,NA,357,2024,34,5143033,NA
"AK",2020-01-11,2,0,105,2020,115,732964,NA
"AK",2020-01-18,3,0,99,2020,105,732964,NA
"AK",2020-01-25,4,0,97,2020,118,732964,0
"AK",2020-02-01,5,0,85,2020,95,732964,0
"AK",2020-02-08,6,0,92,2020,123,732964,0
"AK",2020-02-15,7,0,89,2020,102,732964,0
"AK",2020-02-22,8,0,83,2020,102,732964,0
"AK",2020-02-29,9,0,84,2020,100,732964,0
"AK",2020-03-07,10,0,79,2020,92,732964,0
"AK",2020-03-14,11,0,92,2020,109,732964,0
"AK",2020-03-21,12,0,69,2020,87,732964,11
"AK",2020-03-28,13,NA,86,2020,100,732964,52
"AK",2020-04-04,14,NA,98,2020,113,732964,86
"AK",2020-04-11,15,NA,84,2020,97,732964,86
"AK",2020-04-18,16,NA,80,2020,103,732964,65
"AK",2020-04-25,17,0,61,2020,78,732964,37
"AK",2020-05-02,18,0,87,2020,98,732964,18
"AK",2020-05-09,19,NA,89,2020,114,732964,19
"AK",2020-05-16,20,0,84,2020,109,732964,15
"AK",2020-05-23,21,0,82,2020,106,732964,15
"AK",2020-05-30,22,0,97,2020,134,732964,23
"AK",2020-06-06,23,0,79,2020,93,732964,91
"AK",2020-06-13,24,NA,88,2020,107,732964,98
"AK",2020-06-20,25,0,92,2020,108,732964,97
"AK",2020-06-27,26,0,90,2020,116,732964,108
"AK",2020-07-04,27,NA,84,2020,100,732964,199
"AK",2020-07-11,28,NA,101,2020,114,732964,253
"AK",2020-07-18,29,NA,89,2020,118,732964,421
"AK",2020-07-25,30,NA,93,2020,130,732964,508
"AK",2020-08-01,31,NA,114,2020,151,732964,684
"AK",2020-08-08,32,NA,101,2020,128,732964,601
"AK",2020-08-15,33,NA,74,2020,82,732964,491
"AK",2020-08-22,34,NA,116,2020,137,732964,558
"AK",2020-08-29,35,NA,93,2020,117,732964,465
"AK",2020-09-05,36,NA,105,2020,129,732964,474
"AK",2020-09-12,37,NA,87,2020,109,732964,547
"AK",2020-09-19,38,NA,104,2020,116,732964,529
"AK",2020-09-26,39,NA,114,2020,123,732964,642
"AK",2020-10-03,40,NA,78,2020,88,732964,833
"AK",2020-10-10,41,NA,117,2020,138,732964,1020
"AK",2020-10-17,42,10,101,2020,117,732964,1341
"AK",2020-10-24,43,NA,102,2020,119,732964,1538
"AK",2020-10-31,44,10,107,2020,143,732964,2614
"AK",2020-11-07,45,NA,114,2020,127,732964,2727
"AK",2020-11-14,46,16,114,2020,133,732964,3598
"AK",2020-11-21,47,15,122,2020,140,732964,4316
"AK",2020-11-28,48,21,114,2020,120,732964,4112
"AK",2020-12-05,49,31,118,2020,145,732964,4524
"AK",2020-12-12,50,24,135,2020,135,732964,4622
"AK",2020-12-19,51,20,99,2020,110,732964,3417
"AK",2020-12-26,52,24,115,2020,136,732964,2223
"AK",2021-01-02,53,10,105,2020,124,732964,1724
"AK",2021-01-09,1,13,113,2021,126,734923,2026
"AK",2021-01-16,2,NA,130,2021,142,734923,1973
"AK",2021-01-23,3,NA,97,2021,103,734923,1377
"AK",2021-01-30,4,NA,92,2021,112,734923,1181
"AK",2021-02-06,5,NA,87,2021,97,734923,946
"AK",2021-02-13,6,NA,93,2021,124,734923,989
"AK",2021-02-20,7,NA,88,2021,101,734923,807
"AK",2021-02-27,8,NA,94,2021,116,734923,885
"AK",2021-03-06,9,NA,97,2021,116,734923,876
"AK",2021-03-13,10,NA,86,2021,100,734923,910
"AK",2021-03-20,11,NA,101,2021,120,734923,914
"AK",2021-03-27,12,NA,93,2021,117,734923,944
"AK",2021-04-03,13,NA,89,2021,104,734923,1186
"AK",2021-04-10,14,NA,102,2021,118,734923,1208
"AK",2021-04-17,15,NA,95,2021,110,734923,1113
"AK",2021-04-24,16,NA,84,2021,108,734923,1146
"AK",2021-05-01,17,NA,115,2021,146,734923,1042
"AK",2021-05-08,18,13,92,2021,104,734923,731
"AK",2021-05-15,19,10,99,2021,127,734923,565
"AK",2021-05-22,20,NA,97,2021,126,734923,453
"AK",2021-05-29,21,NA,110,2021,143,734923,297
"AK",2021-06-05,22,NA,83,2021,115,734923,230
"AK",2021-06-12,23,NA,91,2021,107,734923,185
"AK",2021-06-19,24,NA,108,2021,131,734923,155
"AK",2021-06-26,25,NA,90,2021,106,734923,237
"AK",2021-07-03,26,NA,107,2021,138,734923,257
"AK",2021-07-10,27,NA,98,2021,117,734923,313
"AK",2021-07-17,28,0,111,2021,126,734923,572
"AK",2021-07-24,29,NA,99,2021,131,734923,1199
"AK",2021-07-31,30,16,115,2021,160,734923,1546
"AK",2021-08-07,31,26,144,2021,190,734923,1892
"AK",2021-08-14,32,23,116,2021,147,734923,2112
"AK",2021-08-21,33,23,149,2021,164,734923,3001
"AK",2021-08-28,34,22,135,2021,159,734923,3357
"AK",2021-09-04,35,38,131,2021,164,734923,3651
"AK",2021-09-11,36,31,131,2021,160,734923,4264
"AK",2021-09-18,37,42,147,2021,184,734923,4887
"AK",2021-09-25,38,55,153,2021,171,734923,6258
"AK",2021-10-02,39,57,171,2021,184,734923,8436
"AK",2021-10-09,40,43,150,2021,170,734923,5744
"AK",2021-10-16,41,44,162,2021,191,734923,6177
"AK",2021-10-23,42,50,171,2021,198,734923,5530
"AK",2021-10-30,43,59,169,2021,197,734923,4625
"AK",2021-11-06,44,38,150,2021,201,734923,4134
"AK",2021-11-13,45,25,115,2021,128,734923,3391
"AK",2021-11-20,46,25,131,2021,153,734923,2919
"AK",2021-11-27,47,29,154,2021,177,734923,2349
"AK",2021-12-04,48,17,142,2021,149,734923,1716
"AK",2021-12-11,49,17,128,2021,157,734923,1510
"AK",2021-12-18,50,NA,121,2021,121,734923,1219
"AK",2021-12-25,51,10,115,2021,128,734923,1046
"AK",2022-01-01,52,NA,118,2021,139,734923,2080
"AK",2022-01-08,1,16,117,2022,130,733276,5523
"AK",2022-01-15,2,13,121,2022,133,733276,12166
"AK",2022-01-22,3,17,119,2022,127,733276,15735
"AK",2022-01-29,4,20,122,2022,148,733276,16839
"AK",2022-02-05,5,15,103,2022,115,733276,13422
"AK",2022-02-12,6,25,112,2022,150,733276,8117
"AK",2022-02-19,7,22,119,2022,136,733276,3958
"AK",2022-02-26,8,15,92,2022,114,733276,2684
"AK",2022-03-05,9,16,104,2022,124,733276,2091
"AK",2022-03-12,10,NA,101,2022,117,733276,2440
"AK",2022-03-19,11,NA,102,2022,121,733276,1407
"AK",2022-03-26,12,NA,103,2022,129,733276,1423
"AK",2022-04-02,13,NA,99,2022,116,733276,1445
"AK",2022-04-09,14,NA,106,2022,122,733276,1377
"AK",2022-04-16,15,NA,93,2022,108,733276,1237
"AK",2022-04-23,16,NA,94,2022,121,733276,1513
"AK",2022-04-30,17,NA,92,2022,117,733276,1425
"AK",2022-05-07,18,NA,92,2022,104,733276,1417
"AK",2022-05-14,19,NA,94,2022,121,733276,1539
"AK",2022-05-21,20,NA,93,2022,121,733276,1697
"AK",2022-05-28,21,NA,108,2022,140,733276,1881
"AK",2022-06-04,22,NA,111,2022,154,733276,1944
"AK",2022-06-11,23,NA,115,2022,135,733276,2057
"AK",2022-06-18,24,NA,107,2022,130,733276,1982
"AK",2022-06-25,25,NA,109,2022,128,733276,2137
"AK",2022-07-02,26,NA,113,2022,146,733276,2766
"AK",2022-07-09,27,NA,89,2022,106,733276,1988
"AK",2022-07-16,28,NA,129,2022,146,733276,2133
"AK",2022-07-23,29,NA,103,2022,137,733276,2345
"AK",2022-07-30,30,NA,115,2022,160,733276,2050
"AK",2022-08-06,31,NA,106,2022,140,733276,2573
"AK",2022-08-13,32,NA,100,2022,127,733276,1868
"AK",2022-08-20,33,NA,106,2022,117,733276,1465
"AK",2022-08-27,34,NA,108,2022,128,733276,1673
"AK",2022-09-03,35,NA,113,2022,142,733276,1208
"AK",2022-09-10,36,NA,96,2022,118,733276,879
"AK",2022-09-17,37,NA,97,2022,122,733276,950
"AK",2022-09-24,38,NA,110,2022,123,733276,644
"AK",2022-10-01,39,NA,108,2022,116,733276,550
"AK",2022-10-08,40,NA,110,2022,125,733276,637
"AK",2022-10-15,41,NA,109,2022,128,733276,511
"AK",2022-10-22,42,NA,107,2022,124,733276,347
"AK",2022-10-29,43,NA,91,2022,106,733276,379
"AK",2022-11-05,44,NA,89,2022,119,733276,359
"AK",2022-11-12,45,0,120,2022,133,733276,199
"AK",2022-11-19,46,NA,98,2022,114,733276,390
"AK",2022-11-26,47,NA,101,2022,116,733276,430
"AK",2022-12-03,48,0,101,2022,106,733276,398
"AK",2022-12-10,49,NA,136,2022,167,733276,496
"AK",2022-12-17,50,NA,121,2022,121,733276,354
"AK",2022-12-24,51,NA,125,2022,139,733276,380
"AK",2022-12-31,52,NA,108,2022,128,733276,332
"AK",2023-01-07,1,NA,98,2023,109,733406,371
"AK",2023-01-14,2,NA,112,2023,123,733406,470
"AK",2023-01-21,3,NA,134,2023,143,733406,649
"AK",2023-01-28,4,NA,104,2023,126,733406,654
"AK",2023-02-04,5,0,105,2023,118,733406,793
"AK",2023-02-11,6,NA,120,2023,161,733406,692
"AK",2023-02-18,7,NA,105,2023,120,733406,786
"AK",2023-02-25,8,NA,103,2023,127,733406,775
"AK",2023-03-04,9,NA,102,2023,122,733406,448
"AK",2023-03-11,10,NA,90,2023,105,733406,582
"AK",2023-03-18,11,NA,99,2023,117,733406,448
"AK",2023-03-25,12,NA,101,2023,127,733406,496
"AK",2023-04-01,13,0,109,2023,127,733406,514
"AK",2023-04-08,14,0,96,2023,111,733406,401
"AK",2023-04-15,15,NA,102,2023,118,733406,358
"AK",2023-04-22,16,NA,91,2023,117,733406,361
"AK",2023-04-29,17,NA,115,2023,146,733406,280
"AK",2023-05-06,18,NA,107,2023,121,733406,188
"AK",2023-05-13,19,NA,83,2023,106,733406,199
"AK",2023-05-20,20,NA,104,2023,135,733406,NA
"AK",2023-05-27,21,NA,93,2023,121,733406,NA
"AK",2023-06-03,22,NA,119,2023,165,733406,NA
"AK",2023-06-10,23,NA,75,2023,88,733406,NA
"AK",2023-06-17,24,NA,118,2023,143,733406,NA
"AK",2023-06-24,25,NA,104,2023,122,733406,NA
"AK",2023-07-01,26,0,101,2023,131,733406,NA
"AK",2023-07-08,27,NA,101,2023,121,733406,NA
"AK",2023-07-15,28,NA,72,2023,82,733406,NA
"AK",2023-07-22,29,NA,102,2023,135,733406,NA
"AK",2023-07-29,30,NA,98,2023,137,733406,NA
"AK",2023-08-05,31,NA,111,2023,147,733406,NA
"AK",2023-08-12,32,NA,103,2023,131,733406,NA
"AK",2023-08-19,33,0,89,2023,98,733406,NA
"AK",2023-08-26,34,NA,102,2023,120,733406,NA
"AK",2023-09-02,35,NA,104,2023,130,733406,NA
"AK",2023-09-09,36,NA,110,2023,135,733406,NA
"AK",2023-09-16,37,NA,119,2023,149,733406,NA
"AK",2023-09-23,38,NA,114,2023,128,733406,NA
"AK",2023-09-30,39,NA,110,2023,118,733406,NA
"AK",2023-10-07,40,NA,101,2023,114,733406,NA
"AK",2023-10-14,41,NA,113,2023,133,733406,NA
"AK",2023-10-21,42,NA,100,2023,116,733406,NA
"AK",2023-10-28,43,NA,100,2023,117,733406,NA
"AK",2023-11-04,44,NA,101,2023,135,733406,NA
"AK",2023-11-11,45,0,129,2023,143,733406,NA
"AK",2023-11-18,46,NA,111,2023,130,733406,NA
"AK",2023-11-25,47,0,112,2023,129,733406,NA
"AK",2023-12-02,48,0,109,2023,114,733406,NA
"AK",2023-12-09,49,0,100,2023,123,733406,NA
"AK",2023-12-16,50,0,102,2023,102,733406,NA
"AK",2023-12-23,51,NA,110,2023,123,733406,NA
"AK",2023-12-30,52,0,126,2023,149,733406,NA
"AK",2024-01-06,1,0,104,2024,116,733406,371
"AK",2024-01-13,2,NA,118,2024,129,733536,NA
"AK",2024-01-20,3,NA,109,2024,116,733536,NA
"AK",2024-01-27,4,NA,117,2024,142,733536,NA
"AK",2024-02-03,5,NA,118,2024,132,733536,NA
"AK",2024-02-10,6,NA,130,2024,174,733536,NA
"AK",2024-02-17,7,NA,120,2024,137,733536,NA
"AK",2024-02-24,8,NA,114,2024,141,733536,NA
"AK",2024-03-02,9,NA,115,2024,137,733536,NA
"AK",2024-03-09,10,NA,92,2024,107,733536,NA
"AK",2024-03-16,11,NA,95,2024,113,733536,NA
"AK",2024-03-23,12,NA,105,2024,132,733536,NA
"AK",2024-03-30,13,NA,93,2024,109,733536,NA
