"state","date","week","covid_death","total_death","year","percentage_expected_death","population","cases"
"VT",2024-07-06,27,0,104,2024,93,647818,NA
"VT",2024-07-13,28,NA,113,2024,119,647818,NA
"VT",2024-07-20,29,NA,117,2024,117,647818,NA
"VT",2024-07-27,30,0,111,2024,111,647818,NA
"VT",2024-08-03,31,NA,111,2024,104,647818,NA
"VT",2024-08-10,32,NA,121,2024,119,647818,NA
"VT",2024-08-17,33,NA,104,2024,97,647818,NA
"VT",2024-08-24,34,NA,108,2024,114,647818,NA
"VT",2024-08-31,35,NA,113,2024,110,647818,NA
"VT",2024-09-07,36,NA,100,2024,102,647818,NA
"VT",2024-09-14,37,NA,118,2024,116,647818,NA
"VT",2024-09-21,38,NA,107,2024,107,647818,NA
"VT",2024-09-28,39,NA,102,2024,96,647818,NA
"VT",2024-10-05,40,10,123,2024,117,647818,NA
"VT",2024-10-12,41,NA,103,2024,97,647818,NA
"VT",2024-10-19,42,NA,113,2024,96,647818,NA
"VT",2024-10-26,43,0,118,2024,104,647818,NA
"VT",2024-11-02,44,NA,99,2024,87,647818,NA
"VT",2024-11-09,45,NA,103,2024,86,647818,NA
"VT",2024-11-16,46,NA,129,2024,110,647818,NA
"VT",2024-11-23,47,0,105,2024,101,647818,NA
"VT",2024-11-30,48,NA,88,2024,81,647818,NA
"VT",2024-12-07,49,NA,64,2024,59,647818,NA
"VA",2020-01-11,2,0,1562,2020,108,8637193,NA
"VA",2020-01-18,3,0,1466,2020,102,8637193,NA
"VA",2020-01-25,4,0,1459,2020,105,8637193,0
"VA",2020-02-01,5,0,1479,2020,105,8637193,0
"VA",2020-02-08,6,0,1524,2020,104,8637193,0
"VA",2020-02-15,7,0,1377,2020,99,8637193,0
"VA",2020-02-22,8,0,1444,2020,103,8637193,0
"VA",2020-02-29,9,0,1388,2020,99,8637193,0
"VA",2020-03-07,10,0,1480,2020,108,8637193,0
"VA",2020-03-14,11,NA,1435,2020,106,8637193,7
"VA",2020-03-21,12,NA,1455,2020,104,8637193,71
"VA",2020-03-28,13,28,1517,2020,112,8637193,317
"VA",2020-04-04,14,67,1467,2020,108,8637193,1088
"VA",2020-04-11,15,115,1619,2020,120,8637193,2164
"VA",2020-04-18,16,196,1602,2020,123,8637193,2848
"VA",2020-04-25,17,222,1633,2020,128,8637193,3769
"VA",2020-05-02,18,251,1669,2020,130,8637193,4697
"VA",2020-05-09,19,238,1593,2020,126,8637193,6026
"VA",2020-05-16,20,200,1565,2020,126,8637193,5757
"VA",2020-05-23,21,170,1464,2020,118,8637193,6166
"VA",2020-05-30,22,160,1443,2020,113,8637193,7336
"VA",2020-06-06,23,105,1410,2020,112,8637193,6655
"VA",2020-06-13,24,110,1422,2020,112,8637193,5267
"VA",2020-06-20,25,88,1292,2020,105,8637193,3598
"VA",2020-06-27,26,79,1456,2020,119,8637193,3738
"VA",2020-07-04,27,56,1394,2020,113,8637193,3708
"VA",2020-07-11,28,66,1488,2020,118,8637193,4162
"VA",2020-07-18,29,97,1390,2020,114,8637193,6153
"VA",2020-07-25,30,90,1463,2020,121,8637193,6862
"VA",2020-08-01,31,106,1455,2020,119,8637193,7601
"VA",2020-08-08,32,91,1513,2020,120,8637193,7061
"VA",2020-08-15,33,102,1457,2020,119,8637193,7471
"VA",2020-08-22,34,125,1454,2020,118,8637193,6503
"VA",2020-08-29,35,111,1458,2020,117,8637193,6434
"VA",2020-09-05,36,123,1486,2020,121,8637193,7058
"VA",2020-09-12,37,118,1469,2020,119,8637193,6777
"VA",2020-09-19,38,118,1459,2020,114,8637193,7070
"VA",2020-09-26,39,90,1484,2020,117,8637193,6229
"VA",2020-10-03,40,93,1516,2020,120,8637193,5677
"VA",2020-10-10,41,96,1478,2020,117,8637193,5423
"VA",2020-10-17,42,104,1448,2020,110,8637193,7914
"VA",2020-10-24,43,121,1496,2020,115,8637193,7167
"VA",2020-10-31,44,124,1546,2020,116,8637193,7983
"VA",2020-11-07,45,134,1652,2020,128,8637193,9079
"VA",2020-11-14,46,136,1513,2020,116,8637193,10674
"VA",2020-11-21,47,187,1614,2020,122,8637193,12330
"VA",2020-11-28,48,221,1595,2020,116,8637193,17447
"VA",2020-12-05,49,241,1629,2020,119,8637193,16175
"VA",2020-12-12,50,307,1795,2020,128,8637193,24651
"VA",2020-12-19,51,364,1868,2020,131,8637193,25128
"VA",2020-12-26,52,384,1901,2020,135,8637193,26893
"VA",2021-01-02,53,453,2016,2020,144,8637193,25210
"VA",2021-01-09,1,516,2016,2021,141,8657348,32965
"VA",2021-01-16,2,551,2067,2021,142,8657348,35266
"VA",2021-01-23,3,552,2123,2021,147,8657348,43025
"VA",2021-01-30,4,499,1957,2021,140,8657348,32937
"VA",2021-02-06,5,438,2006,2021,142,8657348,24762
"VA",2021-02-13,6,341,1801,2021,123,8657348,23949
"VA",2021-02-20,7,279,1738,2021,125,8657348,18023
"VA",2021-02-27,8,232,1711,2021,123,8657348,13475
"VA",2021-03-06,9,153,1590,2021,113,8657348,11041
"VA",2021-03-13,10,147,1549,2021,113,8657348,9119
"VA",2021-03-20,11,135,1523,2021,112,8657348,9384
"VA",2021-03-27,12,124,1531,2021,110,8657348,10234
"VA",2021-04-03,13,93,1370,2021,101,8657348,10268
"VA",2021-04-10,14,121,1574,2021,116,8657348,10164
"VA",2021-04-17,15,105,1432,2021,106,8657348,11075
"VA",2021-04-24,16,119,1485,2021,114,8657348,9428
"VA",2021-05-01,17,121,1492,2021,117,8657348,7420
"VA",2021-05-08,18,95,1482,2021,115,8657348,6278
"VA",2021-05-15,19,86,1475,2021,116,8657348,4458
"VA",2021-05-22,20,74,1401,2021,113,8657348,3024
"VA",2021-05-29,21,56,1430,2021,115,8657348,2671
"VA",2021-06-05,22,47,1426,2021,112,8657348,1696
"VA",2021-06-12,23,42,1382,2021,110,8657348,1367
"VA",2021-06-19,24,34,1329,2021,105,8657348,993
"VA",2021-06-26,25,37,1368,2021,111,8657348,929
"VA",2021-07-03,26,25,1429,2021,116,8657348,1615
"VA",2021-07-10,27,22,1358,2021,110,8657348,1449
"VA",2021-07-17,28,25,1425,2021,113,8657348,2125
"VA",2021-07-24,29,17,1382,2021,113,8657348,3287
"VA",2021-07-31,30,45,1484,2021,123,8657348,5344
"VA",2021-08-07,31,58,1516,2021,124,8657348,8937
"VA",2021-08-14,32,84,1568,2021,125,8657348,12143
"VA",2021-08-21,33,145,1605,2021,131,8657348,15329
"VA",2021-08-28,34,189,1603,2021,131,8657348,19117
"VA",2021-09-04,35,214,1679,2021,135,8657348,22201
"VA",2021-09-11,36,245,1651,2021,134,8657348,23554
"VA",2021-09-18,37,307,1769,2021,143,8657348,25407
"VA",2021-09-25,38,328,1736,2021,135,8657348,24279
"VA",2021-10-02,39,331,1787,2021,141,8657348,20586
"VA",2021-10-09,40,274,1854,2021,147,8657348,18705
"VA",2021-10-16,41,247,1698,2021,135,8657348,15388
"VA",2021-10-23,42,225,1678,2021,128,8657348,13352
"VA",2021-10-30,43,196,1701,2021,130,8657348,10241
"VA",2021-11-06,44,173,1719,2021,129,8657348,9064
"VA",2021-11-13,45,133,1740,2021,135,8657348,9272
"VA",2021-11-20,46,130,1601,2021,122,8657348,10111
"VA",2021-11-27,47,132,1631,2021,123,8657348,10907
"VA",2021-12-04,48,143,1742,2021,127,8657348,10822
"VA",2021-12-11,49,195,1771,2021,130,8657348,16619
"VA",2021-12-18,50,206,1745,2021,125,8657348,18104
"VA",2021-12-25,51,217,1742,2021,122,8657348,27869
"VA",2022-01-01,52,270,1824,2021,130,8657348,53283
"VA",2022-01-08,1,383,2023,2022,141,8679099,99482
"VA",2022-01-15,2,500,2185,2022,151,8679099,128369
"VA",2022-01-22,3,546,2166,2022,150,8679099,104592
"VA",2022-01-29,4,513,2150,2022,154,8679099,82823
"VA",2022-02-05,5,462,2045,2022,145,8679099,54477
"VA",2022-02-12,6,356,1866,2022,127,8679099,34412
"VA",2022-02-19,7,277,1740,2022,125,8679099,22348
"VA",2022-02-26,8,212,1616,2022,116,8679099,15327
"VA",2022-03-05,9,146,1611,2022,115,8679099,10451
"VA",2022-03-12,10,111,1507,2022,110,8679099,7232
"VA",2022-03-19,11,74,1545,2022,114,8679099,7081
"VA",2022-03-26,12,76,1469,2022,105,8679099,5448
"VA",2022-04-02,13,47,1428,2022,106,8679099,5255
"VA",2022-04-09,14,37,1414,2022,104,8679099,6092
"VA",2022-04-16,15,36,1479,2022,110,8679099,7978
"VA",2022-04-23,16,31,1401,2022,108,8679099,7828
"VA",2022-04-30,17,29,1441,2022,113,8679099,10269
"VA",2022-05-07,18,27,1436,2022,112,8679099,12782
"VA",2022-05-14,19,44,1405,2022,111,8679099,16398
"VA",2022-05-21,20,32,1472,2022,119,8679099,20734
"VA",2022-05-28,21,60,1434,2022,115,8679099,22988
"VA",2022-06-04,22,51,1518,2022,119,8679099,20090
"VA",2022-06-11,23,60,1473,2022,117,8679099,20564
"VA",2022-06-18,24,52,1381,2022,109,8679099,18595
"VA",2022-06-25,25,69,1525,2022,124,8679099,16632
"VA",2022-07-02,26,49,1413,2022,115,8679099,18875
"VA",2022-07-09,27,55,1305,2022,106,8679099,18164
"VA",2022-07-16,28,70,1536,2022,122,8679099,21022
"VA",2022-07-23,29,75,1590,2022,130,8679099,20205
"VA",2022-07-30,30,76,1460,2022,121,8679099,21547
"VA",2022-08-06,31,74,1509,2022,124,8679099,20394
"VA",2022-08-13,32,76,1477,2022,117,8679099,19150
"VA",2022-08-20,33,87,1477,2022,120,8679099,17762
"VA",2022-08-27,34,77,1516,2022,124,8679099,18768
"VA",2022-09-03,35,88,1432,2022,115,8679099,17347
"VA",2022-09-10,36,66,1482,2022,121,8679099,13807
"VA",2022-09-17,37,78,1469,2022,119,8679099,12121
"VA",2022-09-24,38,60,1510,2022,117,8679099,9763
"VA",2022-10-01,39,62,1532,2022,121,8679099,8524
"VA",2022-10-08,40,60,1534,2022,121,8679099,7170
"VA",2022-10-15,41,60,1525,2022,121,8679099,8017
"VA",2022-10-22,42,49,1461,2022,111,8679099,7793
"VA",2022-10-29,43,46,1527,2022,117,8679099,7201
"VA",2022-11-05,44,53,1524,2022,115,8679099,8362
"VA",2022-11-12,45,51,1536,2022,119,8679099,7530
"VA",2022-11-19,46,45,1514,2022,116,8679099,6525
"VA",2022-11-26,47,43,1682,2022,127,8679099,6189
"VA",2022-12-03,48,39,1571,2022,114,8679099,7602
"VA",2022-12-10,49,58,1648,2022,121,8679099,10161
"VA",2022-12-17,50,73,1694,2022,121,8679099,11765
"VA",2022-12-24,51,72,1628,2022,114,8679099,13854
"VA",2022-12-31,52,86,1734,2022,124,8679099,14032
"VA",2023-01-07,1,117,1721,2023,120,8715698,12517
"VA",2023-01-14,2,114,1672,2023,115,8715698,17658
"VA",2023-01-21,3,111,1592,2023,110,8715698,10320
"VA",2023-01-28,4,90,1563,2023,112,8715698,10364
"VA",2023-02-04,5,105,1577,2023,112,8715698,9585
"VA",2023-02-11,6,60,1575,2023,107,8715698,8270
"VA",2023-02-18,7,67,1628,2023,117,8715698,7314
"VA",2023-02-25,8,61,1577,2023,113,8715698,5690
"VA",2023-03-04,9,42,1470,2023,105,8715698,5239
"VA",2023-03-11,10,49,1513,2023,111,8715698,4552
"VA",2023-03-18,11,32,1535,2023,113,8715698,2887
"VA",2023-03-25,12,34,1523,2023,109,8715698,2823
"VA",2023-04-01,13,24,1447,2023,107,8715698,2844
"VA",2023-04-08,14,33,1443,2023,106,8715698,2477
"VA",2023-04-15,15,23,1471,2023,109,8715698,2192
"VA",2023-04-22,16,30,1450,2023,111,8715698,1829
"VA",2023-04-29,17,25,1464,2023,114,8715698,1581
"VA",2023-05-06,18,19,1401,2023,109,8715698,1657
"VA",2023-05-13,19,20,1460,2023,115,8715698,1745
"VA",2023-05-20,20,10,1411,2023,114,8715698,NA
"VA",2023-05-27,21,19,1376,2023,111,8715698,NA
"VA",2023-06-03,22,17,1389,2023,109,8715698,NA
"VA",2023-06-10,23,12,1418,2023,113,8715698,NA
"VA",2023-06-17,24,11,1379,2023,109,8715698,NA
"VA",2023-06-24,25,NA,1447,2023,117,8715698,NA
"VA",2023-07-01,26,13,1359,2023,111,8715698,NA
"VA",2023-07-08,27,NA,1452,2023,117,8715698,NA
"VA",2023-07-15,28,11,1336,2023,106,8715698,NA
"VA",2023-07-22,29,10,1373,2023,112,8715698,NA
"VA",2023-07-29,30,15,1363,2023,113,8715698,NA
"VA",2023-08-05,31,13,1421,2023,117,8715698,NA
"VA",2023-08-12,32,16,1439,2023,114,8715698,NA
"VA",2023-08-19,33,18,1463,2023,119,8715698,NA
"VA",2023-08-26,34,28,1372,2023,112,8715698,NA
"VA",2023-09-02,35,24,1414,2023,114,8715698,NA
"VA",2023-09-09,36,28,1445,2023,118,8715698,NA
"VA",2023-09-16,37,32,1445,2023,117,8715698,NA
"VA",2023-09-23,38,42,1404,2023,109,8715698,NA
"VA",2023-09-30,39,38,1396,2023,110,8715698,NA
"VA",2023-10-07,40,39,1442,2023,114,8715698,NA
"VA",2023-10-14,41,33,1447,2023,115,8715698,NA
"VA",2023-10-21,42,36,1464,2023,112,8715698,NA
"VA",2023-10-28,43,37,1464,2023,112,8715698,NA
"VA",2023-11-04,44,32,1520,2023,114,8715698,NA
"VA",2023-11-11,45,40,1537,2023,119,8715698,NA
"VA",2023-11-18,46,37,1509,2023,115,8715698,NA
"VA",2023-11-25,47,33,1495,2023,113,8715698,NA
"VA",2023-12-02,48,57,1623,2023,118,8715698,NA
"VA",2023-12-09,49,50,1615,2023,118,8715698,NA
"VA",2023-12-16,50,48,1575,2023,113,8715698,NA
"VA",2023-12-23,51,60,1552,2023,109,8715698,NA
"VA",2023-12-30,52,75,1816,2023,129,8715698,NA
"VA",2024-01-06,1,84,1746,2024,122,8715698,12517
"VA",2024-01-13,2,88,1825,2024,126,8752297,NA
"VA",2024-01-20,3,60,1666,2024,115,8752297,NA
"VA",2024-01-27,4,69,1695,2024,122,8752297,NA
"VA",2024-02-03,5,40,1557,2024,110,8752297,NA
"VA",2024-02-10,6,60,1559,2024,106,8752297,NA
"VA",2024-02-17,7,45,1561,2024,112,8752297,NA
"VA",2024-02-24,8,37,1509,2024,108,8752297,NA
"VA",2024-03-02,9,45,1583,2024,113,8752297,NA
"VA",2024-03-09,10,33,1533,2024,112,8752297,NA
"VA",2024-03-16,11,27,1493,2024,110,8752297,NA
"VA",2024-03-23,12,21,1444,2024,103,8752297,NA
"VA",2024-03-30,13,24,1496,2024,111,8752297,NA
"VA",2024-04-06,14,12,1454,2024,107,8752297,NA
"VA",2024-04-13,15,19,1438,2024,107,8752297,NA
"VA",2024-04-20,16,13,1398,2024,107,8752297,NA
"VA",2024-04-27,17,NA,1441,2024,113,8752297,NA
"VA",2024-05-04,18,21,1475,2024,115,8752297,NA
"VA",2024-05-11,19,NA,1350,2024,106,8752297,NA
"VA",2024-05-18,20,NA,1407,2024,113,8752297,NA
"VA",2024-05-25,21,NA,1391,2024,112,8752297,NA
"VA",2024-06-01,22,NA,1333,2024,105,8752297,NA
"VA",2024-06-08,23,NA,1364,2024,108,8752297,NA
"VA",2024-06-15,24,NA,1355,2024,107,8752297,NA
"VA",2024-06-22,25,NA,1407,2024,114,8752297,NA
"VA",2024-06-29,26,NA,1344,2024,110,8752297,NA
"VA",2024-07-06,27,NA,1331,2024,108,8752297,NA
"VA",2024-07-13,28,NA,1390,2024,110,8752297,NA
"VA",2024-07-20,29,15,1389,2024,114,8752297,NA
"VA",2024-07-27,30,15,1377,2024,114,8752297,NA
"VA",2024-08-03,31,16,1493,2024,123,8752297,NA
"VA",2024-08-10,32,28,1413,2024,112,8752297,NA
"VA",2024-08-17,33,25,1406,2024,115,8752297,NA
"VA",2024-08-24,34,36,1411,2024,115,8752297,NA
"VA",2024-08-31,35,42,1496,2024,120,8752297,NA
"VA",2024-09-07,36,40,1478,2024,120,8752297,NA
"VA",2024-09-14,37,35,1407,2024,114,8752297,NA
"VA",2024-09-21,38,30,1421,2024,111,8752297,NA
"VA",2024-09-28,39,26,1457,2024,115,8752297,NA
"VA",2024-10-05,40,30,1354,2024,107,8752297,NA
"VA",2024-10-12,41,14,1421,2024,113,8752297,NA
"VA",2024-10-19,42,13,1467,2024,112,8752297,NA
"VA",2024-10-26,43,14,1403,2024,108,8752297,NA
"VA",2024-11-02,44,28,1425,2024,107,8752297,NA
"VA",2024-11-09,45,10,1409,2024,109,8752297,NA
"VA",2024-11-16,46,16,1349,2024,103,8752297,NA
"VA",2024-11-23,47,10,1241,2024,94,8752297,NA
"VA",2024-11-30,48,NA,914,2024,66,8752297,NA
"VA",2024-12-07,49,NA,232,2024,17,8752297,NA
"WA",2020-01-11,2,0,1246,2020,95,7724566,NA
"WA",2020-01-18,3,0,1221,2020,97,7724566,NA
"WA",2020-01-25,4,0,1192,2020,97,7724566,1
"WA",2020-02-01,5,0,1200,2020,102,7724566,0
"WA",2020-02-08,6,0,1180,2020,100,7724566,0
"WA",2020-02-15,7,0,1179,2020,97,7724566,0
"WA",2020-02-22,8,0,1115,2020,95,7724566,0
"WA",2020-02-29,9,NA,1135,2020,97,7724566,0
"WA",2020-03-07,10,21,1208,2020,105,7724566,44
"WA",2020-03-14,11,28,1165,2020,100,7724566,329
"WA",2020-03-21,12,65,1224,2020,103,7724566,848
"WA",2020-03-28,13,126,1294,2020,117,7724566,1644
"WA",2020-04-04,14,160,1305,2020,114,7724566,3259
"WA",2020-04-11,15,149,1304,2020,116,7724566,2689
"WA",2020-04-18,16,125,1251,2020,116,7724566,2061
"WA",2020-04-25,17,108,1231,2020,119,7724566,1804
"WA",2020-05-02,18,80,1157,2020,106,7724566,1670
"WA",2020-05-09,19,88,1211,2020,112,7724566,1960
"WA",2020-05-16,20,71,1138,2020,104,7724566,1482
"WA",2020-05-23,21,49,1114,2020,110,7724566,1351
"WA",2020-05-30,22,37,1058,2020,101,7724566,1609
"WA",2020-06-06,23,35,1055,2020,99,7724566,1906
"WA",2020-06-13,24,44,1101,2020,107,7724566,2115
"WA",2020-06-20,25,31,1133,2020,110,7724566,2308
"WA",2020-06-27,26,41,1084,2020,104,7724566,3185
"WA",2020-07-04,27,44,1126,2020,106,7724566,3732
"WA",2020-07-11,28,58,1162,2020,109,7724566,4448
"WA",2020-07-18,29,51,1180,2020,114,7724566,5636
"WA",2020-07-25,30,77,1180,2020,116,7724566,5755
"WA",2020-08-01,31,92,1229,2020,119,7724566,5769
"WA",2020-08-08,32,85,1234,2020,119,7724566,5111
"WA",2020-08-15,33,77,1174,2020,114,7724566,4447
"WA",2020-08-22,34,52,1199,2020,120,7724566,4201
"WA",2020-08-29,35,46,1118,2020,109,7724566,3660
"WA",2020-09-05,36,42,1240,2020,118,7724566,3326
"WA",2020-09-12,37,31,1146,2020,114,7724566,2744
"WA",2020-09-19,38,44,1178,2020,115,7724566,2919
"WA",2020-09-26,39,49,1168,2020,114,7724566,3238
"WA",2020-10-03,40,49,1143,2020,109,7724566,3998
"WA",2020-10-10,41,39,1162,2020,107,7724566,4021
"WA",2020-10-17,42,44,1149,2020,108,7724566,4448
"WA",2020-10-24,43,68,1195,2020,107,7724566,4713
"WA",2020-10-31,44,71,1194,2020,108,7724566,5157
"WA",2020-11-07,45,70,1274,2020,116,7724566,7363
"WA",2020-11-14,46,91,1313,2020,120,7724566,10833
"WA",2020-11-21,47,113,1325,2020,122,7724566,14514
"WA",2020-11-28,48,149,1246,2020,113,7724566,19245
"WA",2020-12-05,49,209,1354,2020,124,7724566,17005
"WA",2020-12-12,50,224,1412,2020,123,7724566,20885
"WA",2020-12-19,51,221,1381,2020,120,7724566,17673
"WA",2020-12-26,52,208,1392,2020,122,7724566,16528
"WA",2021-01-02,53,188,1348,2020,118,7724566,13170
"WA",2021-01-09,1,218,1427,2021,114,7741433,17350
"WA",2021-01-16,2,171,1395,2021,107,7741433,19270
"WA",2021-01-23,3,176,1305,2021,104,7741433,13123
"WA",2021-01-30,4,152,1331,2021,108,7741433,11156
"WA",2021-02-06,5,149,1346,2021,114,7741433,11123
"WA",2021-02-13,6,95,1236,2021,104,7741433,8168
"WA",2021-02-20,7,87,1254,2021,103,7741433,5736
"WA",2021-02-27,8,81,1234,2021,105,7741433,5847
"WA",2021-03-06,9,60,1245,2021,106,7741433,5503
"WA",2021-03-13,10,42,1193,2021,103,7741433,4658
"WA",2021-03-20,11,39,1166,2021,100,7741433,5311
"WA",2021-03-27,12,45,1211,2021,102,7741433,5364
"WA",2021-04-03,13,36,1180,2021,107,7741433,7057
"WA",2021-04-10,14,49,1203,2021,105,7741433,7443
"WA",2021-04-17,15,59,1195,2021,107,7741433,8616
"WA",2021-04-24,16,61,1210,2021,112,7741433,10216
"WA",2021-05-01,17,62,1225,2021,119,7741433,9112
"WA",2021-05-08,18,62,1210,2021,111,7741433,9943
"WA",2021-05-15,19,74,1185,2021,110,7741433,8178
"WA",2021-05-22,20,51,1149,2021,105,7741433,6914
"WA",2021-05-29,21,68,1196,2021,118,7741433,7464
"WA",2021-06-05,22,50,1242,2021,118,7741433,5181
"WA",2021-06-12,23,58,1258,2021,119,7741433,4246
"WA",2021-06-19,24,42,1160,2021,113,7741433,3608
"WA",2021-06-26,25,47,1273,2021,123,7741433,3315
"WA",2021-07-03,26,47,1586,2021,152,7741433,2557
"WA",2021-07-10,27,36,1289,2021,121,7741433,2570
"WA",2021-07-17,28,25,1226,2021,115,7741433,4992
"WA",2021-07-24,29,35,1239,2021,120,7741433,5481
"WA",2021-07-31,30,49,1227,2021,120,7741433,7518
"WA",2021-08-07,31,80,1276,2021,123,7741433,13480
"WA",2021-08-14,32,115,1315,2021,127,7741433,17571
"WA",2021-08-21,33,165,1329,2021,129,7741433,20696
"WA",2021-08-28,34,198,1413,2021,141,7741433,22235
"WA",2021-09-04,35,274,1545,2021,151,7741433,24463
"WA",2021-09-11,36,279,1488,2021,142,7741433,22769
"WA",2021-09-18,37,309,1492,2021,148,7741433,23611
"WA",2021-09-25,38,282,1499,2021,146,7741433,21009
"WA",2021-10-02,39,254,1498,2021,147,7741433,20411
"WA",2021-10-09,40,204,1431,2021,136,7741433,18219
"WA",2021-10-16,41,219,1437,2021,132,7741433,15738
"WA",2021-10-23,42,166,1373,2021,129,7741433,15497
"WA",2021-10-30,43,162,1396,2021,125,7741433,14822
"WA",2021-11-06,44,159,1418,2021,128,7741433,13116
"WA",2021-11-13,45,159,1397,2021,127,7741433,12397
"WA",2021-11-20,46,139,1341,2021,122,7741433,12283
"WA",2021-11-27,47,150,1336,2021,123,7741433,8804
"WA",2021-12-04,48,130,1377,2021,125,7741433,9518
"WA",2021-12-11,49,136,1393,2021,128,7741433,10102
"WA",2021-12-18,50,95,1340,2021,117,7741433,9402
"WA",2021-12-25,51,98,1407,2021,123,7741433,15541
"WA",2022-01-01,52,133,1453,2021,127,7741433,35253
"WA",2022-01-08,1,176,1545,2022,124,7784477,64513
"WA",2022-01-15,2,268,1631,2022,125,7784477,111205
"WA",2022-01-22,3,292,1615,2022,128,7784477,106200
"WA",2022-01-29,4,304,1598,2022,130,7784477,114926
"WA",2022-02-05,5,281,1569,2022,133,7784477,83615
"WA",2022-02-12,6,241,1488,2022,125,7784477,41376
"WA",2022-02-19,7,183,1395,2022,115,7784477,22733
"WA",2022-02-26,8,151,1322,2022,113,7784477,18601
"WA",2022-03-05,9,102,1306,2022,111,7784477,15848
"WA",2022-03-12,10,57,1260,2022,109,7784477,8083
"WA",2022-03-19,11,53,1256,2022,108,7784477,7627
"WA",2022-03-26,12,44,1221,2022,103,7784477,5759
"WA",2022-04-02,13,20,1209,2022,109,7784477,5786
"WA",2022-04-09,14,24,1243,2022,108,7784477,9857
"WA",2022-04-16,15,33,1280,2022,114,7784477,7558
"WA",2022-04-23,16,29,1219,2022,113,7784477,7837
"WA",2022-04-30,17,31,1250,2022,121,7784477,14470
"WA",2022-05-07,18,27,1262,2022,116,7784477,15156
"WA",2022-05-14,19,40,1223,2022,113,7784477,16813
"WA",2022-05-21,20,31,1232,2022,113,7784477,19774
"WA",2022-05-28,21,56,1238,2022,122,7784477,22147
"WA",2022-06-04,22,51,1282,2022,122,7784477,17569
"WA",2022-06-11,23,58,1217,2022,115,7784477,20673
"WA",2022-06-18,24,55,1235,2022,120,7784477,17802
"WA",2022-06-25,25,61,1259,2022,122,7784477,17979
"WA",2022-07-02,26,69,1269,2022,121,7784477,19299
"WA",2022-07-09,27,65,1342,2022,126,7784477,17380
"WA",2022-07-16,28,66,1238,2022,116,7784477,18904
"WA",2022-07-23,29,84,1237,2022,119,7784477,18142
"WA",2022-07-30,30,71,1341,2022,132,7784477,15284
"WA",2022-08-06,31,73,1249,2022,121,7784477,14007
"WA",2022-08-13,32,69,1314,2022,126,7784477,12029
"WA",2022-08-20,33,61,1287,2022,125,7784477,10268
"WA",2022-08-27,34,45,1233,2022,123,7784477,8653
"WA",2022-09-03,35,59,1268,2022,124,7784477,8445
"WA",2022-09-10,36,54,1292,2022,123,7784477,6313
"WA",2022-09-17,37,39,1237,2022,123,7784477,7227
"WA",2022-09-24,38,49,1289,2022,125,7784477,7787
"WA",2022-10-01,39,31,1193,2022,117,7784477,7794
"WA",2022-10-08,40,43,1245,2022,119,7784477,6750
"WA",2022-10-15,41,33,1230,2022,113,7784477,5177
"WA",2022-10-22,42,38,1161,2022,109,7784477,4679
"WA",2022-10-29,43,34,1212,2022,109,7784477,4345
"WA",2022-11-05,44,35,1281,2022,116,7784477,4183
"WA",2022-11-12,45,37,1343,2022,122,7784477,4543
"WA",2022-11-19,46,38,1292,2022,118,7784477,5152
"WA",2022-11-26,47,41,1412,2022,130,7784477,5494
"WA",2022-12-03,48,63,1508,2022,137,7784477,5873
"WA",2022-12-10,49,66,1526,2022,140,7784477,6355
"WA",2022-12-17,50,73,1551,2022,136,7784477,6555
"WA",2022-12-24,51,65,1526,2022,133,7784477,5827
"WA",2022-12-31,52,69,1521,2022,133,7784477,4993
"WA",2023-01-07,1,54,1525,2023,122,7812880,5453
"WA",2023-01-14,2,58,1463,2023,112,7812880,5454
"WA",2023-01-21,3,40,1296,2023,103,7812880,4524
"WA",2023-01-28,4,44,1319,2023,107,7812880,4873
"WA",2023-02-04,5,40,1330,2023,113,7812880,5703
"WA",2023-02-11,6,51,1288,2023,109,7812880,5449
"WA",2023-02-18,7,43,1280,2023,106,7812880,4928
"WA",2023-02-25,8,45,1297,2023,111,7812880,4502
"WA",2023-03-04,9,38,1342,2023,114,7812880,4154
"WA",2023-03-11,10,32,1336,2023,116,7812880,4042
"WA",2023-03-18,11,36,1294,2023,111,7812880,4020
"WA",2023-03-25,12,40,1281,2023,108,7812880,3574
"WA",2023-04-01,13,45,1300,2023,118,7812880,3224
"WA",2023-04-08,14,45,1360,2023,118,7812880,3270
"WA",2023-04-15,15,32,1213,2023,108,7812880,2429
"WA",2023-04-22,16,28,1296,2023,120,7812880,2391
"WA",2023-04-29,17,24,1300,2023,126,7812880,2265
"WA",2023-05-06,18,31,1208,2023,111,7812880,1809
"WA",2023-05-13,19,10,1213,2023,112,7812880,1569
"WA",2023-05-20,20,22,1169,2023,107,7812880,NA
"WA",2023-05-27,21,13,1223,2023,121,7812880,NA
"WA",2023-06-03,22,13,1169,2023,111,7812880,NA
"WA",2023-06-10,23,13,1191,2023,112,7812880,NA
"WA",2023-06-17,24,11,1196,2023,116,7812880,NA
"WA",2023-06-24,25,18,1216,2023,118,7812880,NA
"WA",2023-07-01,26,11,1153,2023,110,7812880,NA
"WA",2023-07-08,27,11,1173,2023,110,7812880,NA
"WA",2023-07-15,28,18,1224,2023,114,7812880,NA
"WA",2023-07-22,29,NA,1159,2023,112,7812880,NA
"WA",2023-07-29,30,10,1184,2023,116,7812880,NA
