"jurisdiction_of_occurrence","mmwryear","mmwrweek","weekendingdate","allcause","naturalcause","septicemia_a40_a41","malignant_neoplasms_c00_c97","diabetes_mellitus_e10_e14","alzheimer_disease_g30","influenza_and_pneumonia_j10","chronic_lower_respiratory","other_diseases_of_respiratory","nephritis_nephrotic_syndrome","symptoms_signs_and_abnormal","diseases_of_heart_i00_i09","cerebrovascular_diseases","flag_otherresp","flag_inflpn","flag_nephr","flag_sept","flag_diab","flag_otherunk","flag_alz","flag_clrd","flag_stroke","flag_hd","flag_neopl"
"Vermont","2016","9","2016-03-05T00:00:00.000","108","98",NA,"27",NA,NA,"0",NA,"0","0",NA,"23",NA,NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","10","2016-03-12T00:00:00.000","132","116",NA,"27",NA,NA,"0","15","0","0",NA,"31",NA,NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2016","11","2016-03-19T00:00:00.000","145","133","0","33",NA,"10",NA,NA,"0",NA,"0","41",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","12","2016-03-26T00:00:00.000","105","91","0","23",NA,NA,NA,NA,"0","0","0","24",NA,NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Virginia","2014","21","2014-05-24T00:00:00.000","1183","1122","25","299","38","24","24","42","22","36","12","261","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermont","2016","13","2016-04-02T00:00:00.000","117","110",NA,"22",NA,NA,NA,"13",NA,"0","0","22",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2016","14","2016-04-09T00:00:00.000","108","95","0","24",NA,NA,NA,NA,NA,"0","0","25",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","15","2016-04-16T00:00:00.000","109","99",NA,"28",NA,NA,NA,NA,NA,"0","0","18",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","16","2016-04-23T00:00:00.000","101","96",NA,"23",NA,NA,"0",NA,"0",NA,"0","27",NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","17","2016-04-30T00:00:00.000","104","93","0","25",NA,NA,NA,NA,NA,"0",NA,"19",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","18","2016-05-07T00:00:00.000","104","95","0","22",NA,NA,NA,NA,NA,NA,NA,"23",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","19","2016-05-14T00:00:00.000","114","107","0","21",NA,"10",NA,NA,NA,"0","0","28","0","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,NA,NA
"Vermont","2016","20","2016-05-21T00:00:00.000","102","93",NA,"21",NA,NA,NA,NA,NA,"0",NA,"27",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","21","2016-05-28T00:00:00.000","103","92",NA,"24",NA,NA,NA,NA,NA,NA,"0","24",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","22","2016-06-04T00:00:00.000","118","102","0","28",NA,NA,NA,NA,NA,"0","0","21",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","23","2016-06-11T00:00:00.000","114","104","0","34",NA,NA,"0",NA,NA,NA,NA,"18",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","24","2016-06-18T00:00:00.000","108","101",NA,"22",NA,NA,NA,"10",NA,NA,NA,"35",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2016","25","2016-06-25T00:00:00.000","90","78","0","13",NA,"10","0",NA,"0","0","0","17",NA,NA,NA,NA,NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","26","2016-07-02T00:00:00.000","94","87","0","19",NA,NA,NA,NA,"0",NA,"0","29",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","27","2016-07-09T00:00:00.000","117","104","0","26",NA,NA,NA,NA,"0",NA,"0","31",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","28","2016-07-16T00:00:00.000","115","105",NA,"28",NA,NA,NA,NA,NA,NA,NA,"26",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","29","2016-07-23T00:00:00.000","116","109",NA,"26",NA,NA,"0",NA,NA,NA,NA,"31",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","30","2016-07-30T00:00:00.000","101","94","0","32","0",NA,"0",NA,NA,"0","0","30",NA,"Suppressed (counts 1-9)",NA,NA,NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","31","2016-08-06T00:00:00.000","110","95","0","26",NA,NA,NA,NA,"0","0",NA,"25",NA,NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","32","2016-08-13T00:00:00.000","106","93","0","28",NA,NA,"0",NA,"0","0",NA,"28",NA,NA,NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","33","2016-08-20T00:00:00.000","97","88","0","21",NA,NA,"0",NA,NA,"0","0","26",NA,"Suppressed (counts 1-9)",NA,NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","34","2016-08-27T00:00:00.000","101","92","0","23",NA,NA,"0",NA,NA,NA,"0","25",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","35","2016-09-03T00:00:00.000","103","89","0","18",NA,NA,NA,NA,"0","0","0","22",NA,NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","36","2016-09-10T00:00:00.000","91","81","0","28",NA,NA,"0",NA,"0","0","0","21",NA,NA,NA,NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","37","2016-09-17T00:00:00.000","100","92","0","20",NA,NA,NA,NA,NA,NA,"0","24",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","38","2016-09-24T00:00:00.000","117","110","0","19",NA,NA,NA,"10",NA,NA,NA,"27",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2016","39","2016-10-01T00:00:00.000","98","85",NA,"25",NA,NA,NA,NA,"0",NA,NA,"16",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","40","2016-10-08T00:00:00.000","110","90",NA,"22",NA,NA,"0",NA,NA,NA,"0","21",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","41","2016-10-15T00:00:00.000","117","106","0","28",NA,"11",NA,NA,NA,"0",NA,"24",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Virginia","2014","22","2014-05-31T00:00:00.000","1107","1027","17","253","31","33","20","60","22","30","19","236","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermont","2016","42","2016-10-22T00:00:00.000","95","91","0","27",NA,NA,"0",NA,NA,"0",NA,"20",NA,"Suppressed (counts 1-9)",NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","43","2016-10-29T00:00:00.000","112","105","0","40",NA,NA,"0",NA,NA,NA,NA,"27",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","44","2016-11-05T00:00:00.000","105","91","0","20",NA,NA,"0",NA,NA,NA,"0","21",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","45","2016-11-12T00:00:00.000","118","111","0","34",NA,NA,"0",NA,NA,"0","0","24",NA,"Suppressed (counts 1-9)",NA,NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","46","2016-11-19T00:00:00.000","102","95","0","21",NA,NA,NA,"10",NA,"0","0","31",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2016","47","2016-11-26T00:00:00.000","106","93","0","21",NA,NA,"0",NA,NA,"0",NA,"22",NA,"Suppressed (counts 1-9)",NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","48","2016-12-03T00:00:00.000","118","111",NA,"34","0",NA,"0",NA,NA,NA,NA,"22",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2016","49","2016-12-10T00:00:00.000","118","107","0","30",NA,NA,NA,"10",NA,"0","0","30",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2016","50","2016-12-17T00:00:00.000","126","108",NA,"27",NA,NA,NA,NA,NA,"0","0","30","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Vermont","2016","51","2016-12-24T00:00:00.000","122","111","0","32",NA,NA,NA,"11",NA,"0","0","25",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2016","52","2016-12-31T00:00:00.000","125","113",NA,"29",NA,NA,"0",NA,"0","0",NA,"32",NA,NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","1","2017-01-07T00:00:00.000","135","120","0","28",NA,NA,NA,NA,NA,NA,NA,"35",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","2","2017-01-14T00:00:00.000","120","110","0","24",NA,"11",NA,NA,NA,"0","0","29",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","3","2017-01-21T00:00:00.000","98","93",NA,"18",NA,NA,NA,NA,NA,"0",NA,"26",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","4","2017-01-28T00:00:00.000","132","121","0","32",NA,NA,NA,NA,NA,"0","0","31",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","5","2017-02-04T00:00:00.000","123","115",NA,"28",NA,NA,NA,"10",NA,NA,"0","29",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2017","6","2017-02-11T00:00:00.000","123","106","0","21",NA,"10",NA,NA,NA,NA,"0","22",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","7","2017-02-18T00:00:00.000","112","102","0","30",NA,NA,NA,NA,NA,NA,"0","27",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","8","2017-02-25T00:00:00.000","119","104",NA,"24",NA,"11",NA,NA,"0",NA,"0","27",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","9","2017-03-04T00:00:00.000","90","84","0","24",NA,NA,NA,NA,"0","0",NA,"21",NA,NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","10","2017-03-11T00:00:00.000","131","123",NA,"28",NA,"14",NA,NA,NA,"0","0","30",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","11","2017-03-18T00:00:00.000","105","96","0","17",NA,NA,NA,NA,"0","0","0","33",NA,NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","12","2017-03-25T00:00:00.000","131","120","0","34",NA,NA,NA,NA,NA,NA,NA,"28",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","13","2017-04-01T00:00:00.000","138","128","0","33",NA,"14",NA,"12",NA,NA,NA,"29",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2017","14","2017-04-08T00:00:00.000","98","95",NA,"21",NA,"11","0",NA,NA,"0","0","28",NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","15","2017-04-15T00:00:00.000","128","117","0","28",NA,NA,NA,"11","0","0","0","35",NA,NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2017","16","2017-04-22T00:00:00.000","120","107","0","24",NA,NA,"0","10",NA,"0","0","28",NA,"Suppressed (counts 1-9)",NA,NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2017","17","2017-04-29T00:00:00.000","114","106","0","23",NA,NA,NA,NA,NA,NA,"0","30",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","18","2017-05-06T00:00:00.000","106","98",NA,"22",NA,NA,NA,NA,NA,"0",NA,"22",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","19","2017-05-13T00:00:00.000","107","96",NA,"25",NA,NA,NA,NA,NA,NA,"0","23",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","20","2017-05-20T00:00:00.000","105","95","0","25",NA,NA,"0",NA,"0","0",NA,"27",NA,NA,NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","21","2017-05-27T00:00:00.000","110","100",NA,"26",NA,NA,NA,NA,NA,"0",NA,"28",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","22","2017-06-03T00:00:00.000","88","79","0","24",NA,NA,NA,NA,"0",NA,NA,"16",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","23","2017-06-10T00:00:00.000","118","106","0","36",NA,NA,NA,NA,NA,NA,NA,"17",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","24","2017-06-17T00:00:00.000","113","103",NA,"28",NA,NA,NA,NA,"0","0","0","19",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","25","2017-06-24T00:00:00.000","99","92","0","29",NA,"10",NA,NA,NA,"0","0","22",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","26","2017-07-01T00:00:00.000","79","72",NA,"23",NA,NA,"0",NA,NA,"0","0","17",NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","27","2017-07-08T00:00:00.000","127","109","0","36",NA,NA,NA,"11",NA,"0","0","23",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,NA
"Vermont","2017","28","2017-07-15T00:00:00.000","102","92","0","24",NA,NA,"0",NA,"0","0",NA,"27",NA,NA,NA,NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","29","2017-07-22T00:00:00.000","92","79","0","23",NA,NA,NA,NA,"0","0",NA,"21",NA,NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","30","2017-07-29T00:00:00.000","94","85","0","22",NA,"12",NA,NA,NA,"0","0","20",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","31","2017-08-05T00:00:00.000","116","102",NA,"36","0",NA,NA,NA,"0","0",NA,"29",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","32","2017-08-12T00:00:00.000","104","89","0","30",NA,NA,NA,NA,NA,"0",NA,"21",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","33","2017-08-19T00:00:00.000","114","108","0","38",NA,NA,NA,NA,NA,"0","0","18",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","34","2017-08-26T00:00:00.000","84","76","0","19",NA,NA,NA,NA,NA,"0",NA,"21",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
"Vermont","2017","35","2017-09-02T00:00:00.000","103","96","0","38",NA,NA,NA,NA,NA,"0","0","15","10","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA,NA
"Vermont","2017","36","2017-09-09T00:00:00.000","89","83","0","31",NA,NA,NA,NA,"0",NA,"0","17",NA,NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)",NA,"Suppressed (counts 1-9)","Suppressed (counts 1-9)","Suppressed (counts 1-9)",NA,NA
